Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country
539117,22633,HAND WARMER UNION JACK,1,2026-04-18 23:27:00,2.52,14410,France
539118,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2026-04-09 19:32:00,5.1,13696,Italy
539119,71053,WHITE METAL LANTERN,3,2026-04-14 08:47:00,5.33,15365,Germany
539120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2026-04-08 15:10:00,2.98,12849,Germany
539121,22633,HAND WARMER UNION JACK,44,2026-04-23 08:34:00,8.84,15671,Spain
539122,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2026-04-15 12:58:00,6.8,16490,UK
539123,22633,HAND WARMER UNION JACK,39,2026-04-22 13:34:00,5.41,15295,Germany
539124,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,2026-04-04 21:35:00,9.91,15721,Spain
539125,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-04-21 19:05:00,3.51,14631,Italy
539126,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2026-04-10 10:44:00,4.69,13729,UK
539127,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,2026-04-12 23:19:00,6.08,15073,Italy
539128,22633,HAND WARMER UNION JACK,35,2026-04-22 04:03:00,5.76,12757,Spain
539129,22633,HAND WARMER UNION JACK,33,2026-04-13 09:02:00,6.39,15721,Italy
539130,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-04-10 19:34:00,5.73,17701,UK
539131,71053,WHITE METAL LANTERN,33,2026-04-02 11:44:00,3.21,16431,Spain
539132,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-04-19 11:45:00,5.45,14805,Italy
539133,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2026-04-15 23:13:00,7.17,17008,France
539134,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-04-15 23:48:00,8.67,14138,Italy
539135,22633,HAND WARMER UNION JACK,25,2026-04-01 21:48:00,3.06,12631,Germany
539136,71053,WHITE METAL LANTERN,20,2026-04-13 20:40:00,5.46,17730,France
539137,22633,HAND WARMER UNION JACK,49,2026-04-03 05:47:00,9.06,12849,Germany
539138,71053,WHITE METAL LANTERN,49,2026-04-10 06:38:00,6.98,13693,UK
539139,22633,HAND WARMER UNION JACK,46,2026-04-01 16:03:00,5.14,16860,Italy
539140,84406B,CREAM CUPID HEARTS COAT HANGER,35,2026-04-14 22:43:00,1.81,14400,Italy
539141,71053,WHITE METAL LANTERN,27,2026-04-07 17:37:00,4.3,13554,Italy
539142,22633,HAND WARMER UNION JACK,4,2026-04-21 09:36:00,1.42,17345,UK
539143,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-04-14 20:27:00,8.99,16365,UK
539144,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2026-04-16 07:46:00,1.86,13978,France
539145,22633,HAND WARMER UNION JACK,25,2026-04-21 09:55:00,5.32,15291,France
539146,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2026-04-11 05:06:00,7.74,14748,Italy
539147,84406B,CREAM CUPID HEARTS COAT HANGER,11,2026-04-15 17:40:00,8.15,16880,Germany
539148,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-04-11 22:52:00,9.77,15269,Italy
539149,22633,HAND WARMER UNION JACK,7,2026-04-21 11:57:00,5.24,12318,Spain
539150,22633,HAND WARMER UNION JACK,15,2026-04-13 10:54:00,3.74,13269,UK
539151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-04-19 07:55:00,9.86,12383,France
539152,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2026-04-22 18:07:00,5.95,14262,UK
539153,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,28,2026-04-22 18:38:00,5.49,13488,Germany
539154,71053,WHITE METAL LANTERN,13,2026-04-06 19:08:00,4.27,13538,France
539155,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-04-11 01:31:00,5.48,13894,UK
539156,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2026-04-08 04:33:00,7.45,17729,UK
539157,84406B,CREAM CUPID HEARTS COAT HANGER,41,2026-04-13 01:57:00,1.14,12631,Spain
539158,71053,WHITE METAL LANTERN,48,2026-04-10 01:35:00,2.23,12951,Spain
539159,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2026-04-23 19:27:00,2.13,15765,Germany
539160,22633,HAND WARMER UNION JACK,38,2026-04-06 18:23:00,6.73,14417,Spain
539161,84406B,CREAM CUPID HEARTS COAT HANGER,26,2026-04-24 04:28:00,3.16,15829,Germany
539162,22633,HAND WARMER UNION JACK,32,2026-04-24 06:11:00,3.28,15162,France
539163,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2026-04-04 16:22:00,6.65,13865,France
539164,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2026-04-23 17:52:00,8.86,12221,Italy
539165,71053,WHITE METAL LANTERN,30,2026-04-15 04:13:00,5.9,17881,France
539166,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2026-04-16 23:21:00,6.25,17494,UK
539167,84406B,CREAM CUPID HEARTS COAT HANGER,46,2026-04-02 16:45:00,2.31,15642,Germany
539168,71053,WHITE METAL LANTERN,27,2026-04-19 05:27:00,1.33,15177,Italy
539169,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2026-04-20 06:51:00,4.11,15294,Germany
539170,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2026-04-25 16:20:00,9.96,14714,Spain
539171,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2026-04-02 03:31:00,2.89,12028,Germany
539172,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-04-25 06:17:00,8.04,14922,Spain
539173,71053,WHITE METAL LANTERN,34,2026-04-19 18:36:00,1.24,17180,Italy
539174,22633,HAND WARMER UNION JACK,23,2026-04-09 10:57:00,3.84,16539,France
539175,71053,WHITE METAL LANTERN,43,2026-04-03 19:21:00,3.17,14788,Spain
539176,84406B,CREAM CUPID HEARTS COAT HANGER,25,2026-04-04 21:24:00,5.95,13069,Italy
539177,71053,WHITE METAL LANTERN,18,2026-04-16 05:59:00,2.38,15637,France
539178,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2026-04-17 16:46:00,5.32,17038,Germany
539179,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,49,2026-04-14 10:17:00,3.15,17412,Italy
539180,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-04-22 02:59:00,1.94,17505,Germany
539181,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,47,2026-04-10 10:27:00,9.78,14371,UK
539182,84406B,CREAM CUPID HEARTS COAT HANGER,23,2026-04-17 08:35:00,6.35,16352,Spain
539183,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-04-04 21:05:00,6.54,17339,Spain
539184,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,2026-04-19 18:10:00,6.95,16088,Germany
539185,84406B,CREAM CUPID HEARTS COAT HANGER,2,2026-04-03 10:19:00,1.33,12061,Italy
539186,22633,HAND WARMER UNION JACK,25,2026-04-19 18:06:00,8.41,12155,Italy
539187,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-04-18 09:14:00,3.35,14229,Italy
539188,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2026-04-14 03:26:00,7.94,16689,Italy
539189,22633,HAND WARMER UNION JACK,31,2026-04-05 08:37:00,3.81,15261,Italy
539190,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-04-23 10:41:00,7.87,16717,Germany
539191,71053,WHITE METAL LANTERN,47,2026-04-10 19:06:00,1.61,12299,France
539192,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2026-04-14 02:01:00,9.56,17192,UK
539193,22633,HAND WARMER UNION JACK,26,2026-04-11 10:04:00,6.02,17096,UK
539194,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,43,2026-04-02 05:12:00,5.8,13838,France
539195,22633,HAND WARMER UNION JACK,4,2026-04-09 15:00:00,1.99,14976,France
539196,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2026-04-14 05:33:00,7.92,17514,Spain
539197,22633,HAND WARMER UNION JACK,12,2026-04-24 19:50:00,7.38,15314,Germany
539198,22633,HAND WARMER UNION JACK,31,2026-04-15 09:36:00,8.22,15539,Germany
539199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2026-04-12 11:47:00,6.25,17541,UK
539200,71053,WHITE METAL LANTERN,31,2026-04-03 00:21:00,6.54,17432,UK
539201,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2026-04-17 02:10:00,8.56,15218,Germany
539202,71053,WHITE METAL LANTERN,20,2026-04-11 19:38:00,4.02,15235,Spain
539203,22633,HAND WARMER UNION JACK,4,2026-04-22 16:12:00,3.74,16951,Spain
539204,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,41,2026-04-16 04:53:00,3.31,15162,Italy
539205,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-04-24 15:30:00,8.61,15690,Italy
539206,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-04-07 10:57:00,3.65,17092,Spain
539207,71053,WHITE METAL LANTERN,27,2026-04-23 00:10:00,7.51,17905,UK
539208,84406B,CREAM CUPID HEARTS COAT HANGER,25,2026-04-14 04:26:00,2.47,17150,Italy
539209,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2026-04-03 19:08:00,1.94,15709,Spain
539210,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-04-04 00:13:00,6.75,17259,Germany
539211,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-04-24 01:48:00,2.75,17229,UK
539212,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-04-08 18:23:00,8.52,12944,UK
539213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-04-24 19:54:00,3.43,16186,Italy
539214,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2026-04-12 08:46:00,4.37,16522,Italy
539215,22633,HAND WARMER UNION JACK,2,2026-04-17 16:50:00,3.68,15441,Spain
539216,22633,HAND WARMER UNION JACK,12,2026-04-15 05:00:00,4.36,14350,UK
539217,84406B,CREAM CUPID HEARTS COAT HANGER,13,2026-04-10 19:28:00,1.5,16400,Germany
539218,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2026-04-16 10:57:00,2.96,13941,UK
539219,85123A,WHITE HANGING HEART T-LIGHT HOLDER,42,2026-04-06 13:03:00,8.02,14968,Spain
539220,71053,WHITE METAL LANTERN,11,2026-04-11 01:35:00,5.44,14812,Germany
539221,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-04-21 03:03:00,6.65,17440,UK
539222,71053,WHITE METAL LANTERN,31,2026-04-09 07:07:00,1.06,17270,Germany
539223,22633,HAND WARMER UNION JACK,20,2026-04-03 08:26:00,2.41,13851,UK
539224,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-04-11 21:22:00,4.65,14779,Germany
539225,71053,WHITE METAL LANTERN,8,2026-04-20 00:31:00,6.96,13316,Spain
539226,71053,WHITE METAL LANTERN,24,2026-04-04 02:52:00,4.63,13890,Germany
539227,22633,HAND WARMER UNION JACK,49,2026-04-12 20:01:00,1.36,13054,Italy
539228,22633,HAND WARMER UNION JACK,28,2026-04-25 05:05:00,9.3,15238,Germany
539229,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-04-24 11:18:00,2.14,17667,Germany
539230,84406B,CREAM CUPID HEARTS COAT HANGER,26,2026-04-14 04:05:00,2.46,12293,France
539231,84406B,CREAM CUPID HEARTS COAT HANGER,4,2026-04-11 14:30:00,6.35,14912,UK
539232,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-04-23 09:05:00,4.32,16081,Spain
539233,71053,WHITE METAL LANTERN,12,2026-04-21 19:23:00,4.7,13739,France
539234,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-04-15 07:43:00,1.52,14515,Spain
539235,85123A,WHITE HANGING HEART T-LIGHT HOLDER,48,2026-04-06 23:28:00,6.88,13233,France
539236,22633,HAND WARMER UNION JACK,49,2026-04-12 20:45:00,2.93,13985,Germany
539237,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-04-12 14:33:00,7.95,13054,Italy
539238,85123A,WHITE HANGING HEART T-LIGHT HOLDER,30,2026-04-20 05:16:00,6.41,15587,UK
539239,84406B,CREAM CUPID HEARTS COAT HANGER,19,2026-04-18 08:04:00,7.17,14229,Spain
539240,22633,HAND WARMER UNION JACK,19,2026-04-10 19:23:00,8.65,17722,Germany
539241,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-04-20 13:55:00,4.14,12108,Germany
539242,71053,WHITE METAL LANTERN,16,2026-04-11 01:14:00,8.44,15915,UK
539243,71053,WHITE METAL LANTERN,36,2026-04-11 00:11:00,4.91,16703,Spain
539244,71053,WHITE METAL LANTERN,34,2026-04-21 04:51:00,7.42,16667,Germany
539245,84406B,CREAM CUPID HEARTS COAT HANGER,46,2026-04-08 10:32:00,4.02,14700,Germany
539246,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2026-04-14 00:06:00,7.17,14712,UK
539247,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,2026-04-25 19:06:00,8.14,13993,Germany
539248,71053,WHITE METAL LANTERN,29,2026-04-23 08:31:00,2.9,12941,France
539249,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-04-08 19:04:00,3.13,12643,Germany
539250,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2026-04-06 20:03:00,2.91,13072,UK
539251,22633,HAND WARMER UNION JACK,33,2026-04-23 22:17:00,1.33,15563,Spain
539252,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2026-04-05 08:01:00,1.13,17283,France
539253,71053,WHITE METAL LANTERN,16,2026-04-02 19:37:00,9.79,12755,Spain
539254,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-04-21 21:48:00,5.03,14855,Spain
539255,84406B,CREAM CUPID HEARTS COAT HANGER,28,2026-04-17 07:02:00,1.44,15564,UK
539256,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-04-06 09:44:00,8.79,14544,France
539257,71053,WHITE METAL LANTERN,16,2026-04-14 00:06:00,8.24,17189,Germany
539258,85123A,WHITE HANGING HEART T-LIGHT HOLDER,45,2026-04-14 04:24:00,1.39,15985,France
539259,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2026-04-20 14:48:00,5.65,13503,Italy
539260,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,2026-04-22 23:26:00,5.48,16209,Italy
539261,71053,WHITE METAL LANTERN,42,2026-04-13 15:47:00,2.68,14395,Italy
539262,71053,WHITE METAL LANTERN,21,2026-04-12 05:11:00,4.88,14796,UK
539263,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2026-04-16 13:20:00,3.33,14342,Italy
539264,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,44,2026-04-18 17:13:00,8.94,16120,UK
539265,71053,WHITE METAL LANTERN,19,2026-04-23 19:04:00,7.22,16555,Spain
539266,22633,HAND WARMER UNION JACK,39,2026-04-11 22:45:00,5.21,17673,Spain
539267,84406B,CREAM CUPID HEARTS COAT HANGER,7,2026-04-21 14:03:00,2.87,14900,Spain
539268,85123A,WHITE HANGING HEART T-LIGHT HOLDER,38,2026-04-26 00:31:00,1.45,17095,Italy
539269,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2026-04-21 02:19:00,9.42,15062,Spain
539270,84406B,CREAM CUPID HEARTS COAT HANGER,15,2026-04-12 13:21:00,4.27,17204,Spain
539271,71053,WHITE METAL LANTERN,17,2026-04-14 10:33:00,9.4,13896,Italy
539272,71053,WHITE METAL LANTERN,46,2026-04-20 14:30:00,3.95,14684,UK
539273,71053,WHITE METAL LANTERN,20,2026-04-24 08:04:00,3.31,14818,UK
539274,22633,HAND WARMER UNION JACK,41,2026-04-06 11:37:00,4.56,13782,Spain
539275,85123A,WHITE HANGING HEART T-LIGHT HOLDER,49,2026-04-22 00:26:00,7.32,16825,France
539276,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,42,2026-04-17 18:31:00,9.52,13500,Germany
539277,84406B,CREAM CUPID HEARTS COAT HANGER,6,2026-04-08 12:11:00,5.98,15328,Italy
539278,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,2026-04-20 14:12:00,3.7,17953,Spain
539279,84406B,CREAM CUPID HEARTS COAT HANGER,44,2026-04-06 03:08:00,8.83,15888,UK
539280,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-04-21 19:56:00,2.38,16685,Spain
539281,22633,HAND WARMER UNION JACK,13,2026-04-23 09:36:00,4.93,12105,UK
539282,71053,WHITE METAL LANTERN,10,2026-04-09 06:01:00,1.89,13376,UK
539283,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2026-04-07 05:58:00,1.49,14505,France
539284,84406B,CREAM CUPID HEARTS COAT HANGER,2,2026-04-05 12:13:00,5.79,17037,Italy
539285,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,2026-04-06 09:41:00,6.09,15207,Germany
539286,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-04-15 12:20:00,5.52,16755,Spain
539287,84406B,CREAM CUPID HEARTS COAT HANGER,48,2026-04-15 22:05:00,9.12,13676,UK
539288,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2026-04-22 18:24:00,6.9,16845,Spain
539289,71053,WHITE METAL LANTERN,49,2026-04-08 17:50:00,1.45,13308,UK
539290,71053,WHITE METAL LANTERN,36,2026-04-18 20:02:00,5.57,13644,UK
539291,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,2026-04-06 09:26:00,6.7,17665,Germany
539292,22633,HAND WARMER UNION JACK,28,2026-04-15 19:05:00,9.55,16887,Germany
539293,84406B,CREAM CUPID HEARTS COAT HANGER,18,2026-04-10 10:22:00,4.04,15780,Spain
539294,71053,WHITE METAL LANTERN,7,2026-04-20 19:47:00,1.74,12798,Italy
539295,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,2026-04-11 17:30:00,6.43,15976,France
539296,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,2026-04-24 04:09:00,3.94,14556,Spain
539297,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,34,2026-04-20 15:33:00,6.67,14601,France
539298,84406B,CREAM CUPID HEARTS COAT HANGER,18,2026-04-21 10:38:00,5.51,16367,Spain
539299,71053,WHITE METAL LANTERN,27,2026-04-10 19:42:00,8.86,12393,Germany
539300,71053,WHITE METAL LANTERN,26,2026-04-18 18:49:00,2.63,16624,Spain
539301,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-04-26 03:12:00,7.17,17754,Spain
539302,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-04-17 08:24:00,8.43,12874,Spain
539303,22633,HAND WARMER UNION JACK,41,2026-04-21 08:35:00,2.2,17819,Italy
539304,71053,WHITE METAL LANTERN,32,2026-04-11 09:59:00,8.12,17560,Spain
539305,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2026-04-16 06:00:00,6.64,12561,Germany
539306,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-04-07 09:21:00,4.64,14844,UK
539307,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,23,2026-04-17 02:11:00,4.11,14933,France
539308,71053,WHITE METAL LANTERN,22,2026-04-17 17:11:00,4.03,14120,France
539309,85123A,WHITE HANGING HEART T-LIGHT HOLDER,33,2026-04-11 07:18:00,3.86,13764,UK
539310,71053,WHITE METAL LANTERN,26,2026-04-12 08:21:00,6.52,13614,UK
539311,22633,HAND WARMER UNION JACK,38,2026-04-05 05:49:00,9.81,15139,Spain
539312,22633,HAND WARMER UNION JACK,22,2026-04-16 07:32:00,5.0,16548,France
539313,84406B,CREAM CUPID HEARTS COAT HANGER,45,2026-04-18 08:25:00,7.79,14733,Spain
539314,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,26,2026-04-11 22:30:00,9.52,12276,Germany
539315,22633,HAND WARMER UNION JACK,37,2026-04-23 13:15:00,9.22,15180,Germany
539316,22633,HAND WARMER UNION JACK,42,2026-04-02 16:35:00,8.01,14020,Italy
539317,71053,WHITE METAL LANTERN,13,2026-04-25 22:04:00,4.4,13896,Italy
539318,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2026-04-20 11:54:00,8.7,12970,UK
539319,71053,WHITE METAL LANTERN,26,2026-04-03 04:57:00,7.1,14198,UK
539320,22633,HAND WARMER UNION JACK,11,2026-04-20 13:13:00,6.24,15077,Italy
539321,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-04-11 05:40:00,8.76,15341,Italy
539322,84406B,CREAM CUPID HEARTS COAT HANGER,30,2026-04-05 20:49:00,5.46,13576,Italy
539323,22633,HAND WARMER UNION JACK,39,2026-04-14 23:05:00,9.14,17321,France
539324,85123A,WHITE HANGING HEART T-LIGHT HOLDER,47,2026-04-03 22:26:00,4.56,16160,Italy
539325,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,2026-04-23 13:36:00,5.03,16782,UK
539326,71053,WHITE METAL LANTERN,8,2026-04-25 10:55:00,9.03,17716,Germany
539327,84406B,CREAM CUPID HEARTS COAT HANGER,36,2026-04-06 20:15:00,3.18,12679,UK
539328,71053,WHITE METAL LANTERN,20,2026-04-16 09:52:00,9.26,13520,UK
539329,71053,WHITE METAL LANTERN,50,2026-04-23 19:54:00,8.78,17252,Spain
539330,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-04-24 15:20:00,5.17,12581,France
539331,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2026-04-07 00:29:00,9.85,13637,Italy
539332,71053,WHITE METAL LANTERN,40,2026-04-20 01:41:00,1.56,16160,Italy
539333,71053,WHITE METAL LANTERN,21,2026-04-19 19:25:00,8.1,16519,Germany
539334,71053,WHITE METAL LANTERN,48,2026-04-25 17:42:00,7.28,13853,France
539335,85123A,WHITE HANGING HEART T-LIGHT HOLDER,34,2026-04-18 19:26:00,5.73,17316,France
539336,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,2026-04-25 20:26:00,9.19,14993,UK
539337,71053,WHITE METAL LANTERN,25,2026-04-11 00:33:00,5.8,17232,UK
539338,84406B,CREAM CUPID HEARTS COAT HANGER,23,2026-04-24 02:16:00,6.71,14157,Germany
539339,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,2026-04-23 18:43:00,9.3,13955,France
539340,22633,HAND WARMER UNION JACK,49,2026-04-20 15:09:00,7.88,17824,Germany
539341,85123A,WHITE HANGING HEART T-LIGHT HOLDER,25,2026-04-05 15:58:00,1.27,14013,Germany
539342,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2026-04-21 19:48:00,8.2,17663,Spain
539343,84406B,CREAM CUPID HEARTS COAT HANGER,20,2026-04-22 12:56:00,9.42,16417,France
539344,71053,WHITE METAL LANTERN,35,2026-04-01 16:38:00,5.02,14001,Spain
539345,84406B,CREAM CUPID HEARTS COAT HANGER,47,2026-04-23 21:27:00,2.16,17276,France
539346,71053,WHITE METAL LANTERN,16,2026-04-09 15:46:00,7.93,12267,UK
539347,71053,WHITE METAL LANTERN,29,2026-04-22 12:39:00,6.76,12594,Spain
539348,84406B,CREAM CUPID HEARTS COAT HANGER,27,2026-04-01 08:49:00,5.67,16057,UK
539349,22633,HAND WARMER UNION JACK,39,2026-04-19 10:16:00,8.1,13125,UK
539350,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-04-17 04:13:00,2.52,13780,France
539351,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,2026-04-18 20:01:00,6.83,13269,Italy
539352,84406B,CREAM CUPID HEARTS COAT HANGER,28,2026-04-20 06:50:00,2.26,15186,UK
539353,22633,HAND WARMER UNION JACK,22,2026-04-25 09:08:00,9.05,13664,Italy
539354,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,35,2026-04-19 05:37:00,1.06,12358,France
539355,71053,WHITE METAL LANTERN,17,2026-04-07 15:37:00,1.48,13483,Italy
539356,71053,WHITE METAL LANTERN,42,2026-04-23 17:11:00,6.78,17302,France
539357,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,2026-04-02 15:14:00,9.31,15571,UK
539358,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2026-04-15 03:21:00,2.47,13618,France
539359,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,2026-04-11 07:49:00,1.21,14209,Germany
539360,71053,WHITE METAL LANTERN,9,2026-04-15 20:05:00,4.74,13292,Italy
539361,22633,HAND WARMER UNION JACK,3,2026-04-08 01:07:00,3.84,14377,UK
539362,84406B,CREAM CUPID HEARTS COAT HANGER,37,2026-04-18 10:32:00,6.91,15149,UK
539363,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,36,2026-04-06 14:01:00,2.58,14120,Spain
539364,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-04-16 05:05:00,7.08,15336,UK
539365,71053,WHITE METAL LANTERN,2,2026-04-10 04:49:00,4.84,16937,Germany
539366,71053,WHITE METAL LANTERN,13,2026-04-19 23:24:00,3.95,17726,UK
539367,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2026-04-08 19:45:00,2.03,15559,Spain
539368,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2026-04-11 20:00:00,8.92,17713,France
539369,71053,WHITE METAL LANTERN,23,2026-04-25 02:44:00,1.78,12666,France
539370,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2026-04-07 10:13:00,6.04,17576,France
539371,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,2026-04-25 11:32:00,7.41,13505,UK
539372,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2026-04-20 04:35:00,7.65,17109,Germany
539373,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,49,2026-04-08 03:14:00,6.01,17989,Germany
539374,71053,WHITE METAL LANTERN,30,2026-04-13 08:54:00,8.09,17362,France
539375,22633,HAND WARMER UNION JACK,43,2026-04-08 16:15:00,8.99,17914,Spain
539376,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2026-04-22 03:08:00,6.63,16632,Germany
539377,84406B,CREAM CUPID HEARTS COAT HANGER,27,2026-04-07 20:27:00,7.57,12925,Spain
539378,84406B,CREAM CUPID HEARTS COAT HANGER,29,2026-04-21 09:37:00,3.06,15968,France
539379,85123A,WHITE HANGING HEART T-LIGHT HOLDER,46,2026-04-15 07:07:00,5.02,12955,France
539380,71053,WHITE METAL LANTERN,11,2026-04-22 19:28:00,5.63,15688,France
539381,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,2026-04-16 13:22:00,6.95,15952,Germany
539382,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,2026-04-13 11:24:00,8.31,13121,France
539383,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2026-04-01 14:32:00,1.33,15819,Italy
539384,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,31,2026-04-02 01:16:00,8.61,13545,France
539385,84406B,CREAM CUPID HEARTS COAT HANGER,17,2026-04-09 00:52:00,3.08,13681,Spain
539386,71053,WHITE METAL LANTERN,30,2026-04-07 08:52:00,1.48,15401,Germany
539387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2026-04-06 05:29:00,10.0,12307,UK
